       0          72.64160016          23.16879686        -160.48438434        -137.31558748
       1          72.64160016          23.16879686        -160.48438434        -137.31558748
       2          72.40338888          23.09282017        -160.40832690        -137.31550673
       3          72.11921174          23.00218281        -160.32936557        -137.32718276
       4          71.79348964          22.89829483        -160.21751872        -137.31922388
       5          71.43066273          22.78257240        -160.09781138        -137.31523898
       6          71.03542359          22.65651219        -159.96383661        -137.30732442
       7          70.61336184          22.52189699        -159.82915561        -137.30725862
       8          70.17035089          22.38060013        -159.67214875        -137.29154863
       9          69.71230079          22.23450657        -159.54161375        -137.30710718
      10          69.24548301          22.08561659        -159.39653153        -137.31091494
      11          68.77684669          21.93614659        -159.27045332        -137.33430673
      12          68.31353636          21.78837530        -159.13040919        -137.34203389
      13          67.86245173          21.64450336        -158.99819517        -137.35369181
      14          67.43036957          21.50669219        -158.85636815        -137.34967596
      15          67.02363434          21.37696534        -158.71480110        -137.33783576
      16          66.64782337          21.25710168        -158.59877234        -137.34167066
      17          66.30770686          21.14862265        -158.49419293        -137.34557028
      18          66.00697188          21.05270423        -158.41782330        -137.36511907
      19          65.74774563          20.97002488        -158.33515618        -137.36513130
      20          65.53118111          20.90095235        -158.27390657        -137.37295422
      21          65.35772544          20.84562924        -158.22250812        -137.37687888
      22          65.22704757          20.80394997        -158.18082719        -137.37687723
      23          65.13831839          20.77565009        -158.14865108        -137.37300099
      24          65.08980208          20.76017597        -158.12542071        -137.36524473
      25          65.07899533          20.75672920        -158.12205780        -137.36532860
      26          65.10304778          20.76440065        -158.11027280        -137.34587216
      27          65.15822700          20.78199987        -158.12403737        -137.34203750
      28          65.23978361          20.80801208        -158.15801680        -137.35000472
      29          65.34189635          20.84058060        -158.18680869        -137.34622809
      30          65.45775891          20.87753458        -158.22000046        -137.34246587
      31          65.58000017          20.91652302        -158.25914450        -137.34262147
      32          65.70075551          20.95503754        -158.29782398        -137.34278644
      33          65.81210669          20.99055263        -158.34131782        -137.35076520
      34          65.90649709          21.02065813        -158.37155483        -137.35089670
      35          65.97678445          21.04307605        -158.38625520        -137.34317915
      36          66.01664115          21.05578821        -158.39515133        -137.33936312
      37          66.02094766          21.05716176        -158.39269613        -137.33553437
      38          65.98574604          21.04593432        -158.37757814        -137.33164382
      39          65.90824160          21.02121454        -158.36464255        -137.34342802
      40          65.78675664          20.98246731        -158.31801772        -137.33555041
      41          65.62060761          20.92947463        -158.25715594        -137.32768131
      42          65.41035623          20.86241565        -158.17833479        -137.31591913
      43          65.15807583          20.78195166        -158.09779158        -137.31583992
      44          64.86691750          20.68908768        -158.01267957        -137.32359189
      45          64.54142593          20.58527322        -157.91659778        -137.33132456
      46          64.18783331          20.47249603        -157.81150633        -137.33901030
      47          63.81392464          20.35323910        -157.69599076        -137.34275166
      48          63.42920806          20.23053503        -157.58480592        -137.35427089
      49          63.04415287          20.10772296        -157.46567588        -137.35795292
      50          62.67022588          19.98846019        -157.33834137        -137.34988118
      51          62.32002899          19.87676605        -157.21459678        -137.33783072
      52          62.00628955          19.77669990        -157.10257001        -137.32587011
      53          61.74120472          19.69215198        -157.02170773        -137.32955575
      54          61.53578181          19.62663302        -156.95601131        -137.32937829
      55          61.39969259          19.58322782        -156.91246760        -137.32923978
      56          61.34049698          19.56434758        -156.88174538        -137.31739781
      57          61.36282844          19.57147012        -156.88882397        -137.31735385
      58          61.46858836          19.60520190        -156.92648365        -137.32128176
      59          61.65707300          19.66531845        -156.98668002        -137.32136158
      60          61.92488665          19.75073672        -157.06439737        -137.31366065
      61          62.26579944          19.85946972        -157.16942791        -137.30995819
      62          62.67120315          19.98877189        -157.29892241        -137.31015053
      63          63.13085133          20.13537514        -157.45356748        -137.31819234
      64          63.63346906          20.29568340        -157.61800245        -137.32231905
      65          64.16686624          20.46580865        -157.78835668        -137.32254803
      66          64.71861320          20.64178651        -157.98022821        -137.33844170
      67          65.27642826          20.81969977        -158.14661873        -137.32691895
      68          65.82843591          20.99576078        -158.33069823        -137.33493745
      69          66.36377317          21.16650482        -158.49375207        -137.32724725
      70          66.87246139          21.32874923        -158.66394751        -137.33519828
      71          67.34559177          21.47965259        -158.81103143        -137.33137884
      72          67.77585147          21.61688249        -158.95613456        -137.33925206
      73          68.15723866          21.73852467        -159.07782053        -137.33929586
      74          68.48529924          21.84315850        -159.18634660        -137.34318810
      75          68.75700750          21.92981895        -159.26910247        -137.33928352
      76          68.97060032          21.99794367        -159.34113313        -137.34318946
      77          69.12594358          22.04748988        -159.39849293        -137.35100305
      78          69.22455590          22.07894196        -159.44165374        -137.36271178
      79          69.26947048          22.09326731        -159.46368210        -137.37041479
      80          69.26419840          22.09158580        -159.46188010        -137.37029430
      81          69.21331476          22.07535663        -159.45729199        -137.38193536
      82          69.12245973          22.04637872        -159.43601399        -137.38963527
      83          68.99741094          22.00649483        -159.39207153        -137.38557670
      84          68.84441102          21.95769601        -159.35100297        -137.39330696
      85          68.66959158          21.90193793        -159.28731583        -137.38537789
      86          68.47835961          21.84094513        -159.23013596        -137.38919083
      87          68.27544912          21.77622751        -159.17316363        -137.39693613
      88          68.06479279          21.70903937        -159.10592281        -137.39688345
      89          67.84978855          21.64046448        -159.02166722        -137.38120274
      90          67.63242054          21.57113568        -158.95231193        -137.38117626
      91          67.41363687          21.50135535        -158.89426320        -137.39290785
      92          67.19414724          21.43134987        -158.80856459        -137.37721473
      93          66.97422655          21.36120689        -158.75015598        -137.38894908
      94          66.75393917          21.29094697        -158.68379977        -137.39285281
      95          66.53302613          21.22048749        -158.60944217        -137.38895469
